,url,word,noun,adjective,adjective_verb,verb,keyword_match,in_link,out_link,pagein_link,link_top,img_top
0,https://blog.codecamp.jp/python-class,3666,1362,19,0,258,44,0,42,0.0,"['https://ac.ebis.ne.jp', 'https://www.facebook.com', 'https://twitter.com', 'https://line.me', 'http://cloud.feedly.com', 'http://line.me', 'http://b.hatena.ne.jp', 'https://gist.github.com', 'https://github.com', 'https://www.youtube.com']",[]
